sphericity_index,long_axis,short_axis
0.5125261162002945,88.73827651312875,45.48068421958169
0.5821229704244841,94.36300085056699,54.93087035330018
0.6424009869570015,84.00073304429499,53.962153812766715
0.5983899837692161,82.69840636252411,49.48589804101085
0.5357142967216196,90.44825019333076,48.454420742021284
0.6089742987998654,96.51318840769272,58.77405123551397
0.5607656161977663,87.99741422501484,49.345924211700535
0.5341399673583042,90.5431143812275,48.36269616010805
0.5553550058858294,85.6073331938569,47.542461029744565
0.602713113115948,82.67959660325778,49.83207705992025
0.4739918248966089,93.03005865473278,44.09548727199535
0.594936676013095,102.0545476690495,60.715993362244255
0.6716418775730466,86.55258109254919,58.13233807379311
0.5999999834006259,83.9689327732567,50.38135827012229
0.6129031261627093,80.09344635600064,49.089523656738045
0.5602369717194357,90.08344958243923,50.468078996106215
0.5921986177645242,96.9304319376206,57.402067812777204
0.5600000330880882,96.88722315382984,54.2568481719577
0.6037429301684425,83.3879209836032,50.34486775529514
0.5699744951104844,83.46358513934773,47.57211479991065
0.600000085299236,75.66079031961179,45.396480645574684
0.554347855231582,88.37164998266417,48.98863463116595
0.5758547109082851,82.94717745062006,47.76552289148504
0.5346534638403699,91.62552229182072,48.98790286950498
0.596096750561936,109.26828199955162,65.13446783941801
0.7222222888246576,69.75879732556132,50.38135827012229
0.6099476495528764,85.10155347211003,51.907492513611935
0.5255354115382728,84.49467216545145,44.40494230926197
0.5441478745723417,89.46959911710474,48.684692198412
0.4982269754299884,93.62834698874391,46.64816813471134
0.5088495074820396,82.57691998848532,42.019225065524545
0.5710659581297685,78.07411869133284,44.58547139560325
0.5314685314685313,105.01563865307163,55.81250725617792
0.7213115113923495,80.96535082878745,58.40123957672449
0.5881642440520738,92.92395321389178,54.65454669637893
0.5722670976482983,87.92833483012964,50.31849297428607
0.4847870252512792,92.95227587475071,45.062057311656645
0.4639174609534009,79.25141169729886,36.76611369158354
0.6266036594375104,88.77025798229259,55.623768500916405
0.5372474730058396,83.36465096278425,44.78744806776968
0.6615383868412779,83.9689327732567,55.54867233160394
0.6089239196782269,87.65154772415644,53.37312400605651
0.7222222565007518,67.76991094598998,48.94493800626788
0.6298342553487772,79.87439176049885,50.3076280559103
0.5959849448132295,82.30124794790026,49.050304716289254
0.5,85.26074996374427,42.63037498187214
0.6324786116494834,72.92276748779841,46.12209073832082
0.622000060370016,80.1158661394611,49.83207357534093
0.5495772804997205,96.23490990176286,52.88852007294646
0.5323741072701583,91.8452807723488,48.896049358156226
0.5844960990857542,79.26542667539616,46.330332684136934
0.5692963706296873,92.9359331976557,52.90808947050846
0.5425531461982707,94.94404051685524,51.51218789519589
0.5326481636881474,88.53047710888859,47.155596062485074
0.591942165335667,95.55761918500141,56.56458401469081
0.5212766045544196,84.15684916779446,43.868996584186334
0.6434202585210462,90.13933526586149,57.99747439967586
0.5648148572304129,88.23867843512743,49.838516562536824
0.5421686887946496,107.2218652151105,58.13233807379311
0.5650060516192477,84.44820878455903,47.713749011681564
0.583416584486056,87.8841294566482,51.27305863812808
0.6267506240630277,89.32520511849815,55.984628052576674
0.6461538378541591,83.9689327732567,54.2568481719577
0.5247523985799892,94.50108079141322,49.58966881369543
0.5270270201308297,95.5953989941836,50.38135827012229
0.587786281827338,101.05411094078137,59.398220133249204
0.5205478940819598,94.30356786537868,49.089523656738045
0.5468750131708914,82.67709467529312,45.21403723948196
0.6086956147808673,89.1362503193177,54.25684468737836
